ID_PRODUCTO;PEDIDO;TIPO_RUTA;ESCALAS;ORIGEN;DESTINO;RUTA_DETALLADA
04-11-24-SABE-335-0000017-PROD-0001;04-11-24-SABE-335-0000017;DIRECTO_FORZADO_ESCALA;0;null;SABE;null → SABE (DIRECTO_FORZADO_ESCALA)
04-18-08-OYSN-236-0000078-PROD-0001;04-18-08-OYSN-236-0000078;DIRECTO_FORZADO_ESCALA;0;null;OYSN;null → OYSN (DIRECTO_FORZADO_ESCALA)
04-11-49-SEQM-224-0000015-PROD-0001;04-11-49-SEQM-224-0000015;DIRECTO_FORZADO_ESCALA;0;null;SEQM;null → SEQM (DIRECTO_FORZADO_ESCALA)
04-21-07-OSDI-238-0000040-PROD-0001;04-21-07-OSDI-238-0000040;DIRECTO_FORZADO_ESCALA;0;null;OSDI;null → OSDI (DIRECTO_FORZADO_ESCALA)
04-21-55-EKCH-203-0000299-PROD-0001;04-21-55-EKCH-203-0000299;DIRECTO_FORZADO_ESCALA;0;null;EKCH;null → EKCH (DIRECTO_FORZADO_ESCALA)
04-22-56-OSDI-306-0000010-PROD-0001;04-22-56-OSDI-306-0000010;DIRECTO_FORZADO_ESCALA;0;null;OSDI;null → OSDI (DIRECTO_FORZADO_ESCALA)
05-00-04-OAKB-268-0000106-PROD-0001;05-00-04-OAKB-268-0000106;DIRECTO_FORZADO_ESCALA;0;null;OAKB;null → OAKB (DIRECTO_FORZADO_ESCALA)
04-17-13-SCEL-219-0000278-PROD-0001;04-17-13-SCEL-219-0000278;DIRECTO_FORZADO_ESCALA;0;null;SCEL;null → SCEL (DIRECTO_FORZADO_ESCALA)
05-00-00-EDDI-204-0000083-PROD-0001;05-00-00-EDDI-204-0000083;DIRECTO_FORZADO_ESCALA;0;null;EDDI;null → EDDI (DIRECTO_FORZADO_ESCALA)
04-21-20-SUAA-232-0000111-PROD-0001;04-21-20-SUAA-232-0000111;DIRECTO_FORZADO_ESCALA;0;null;SUAA;null → SUAA (DIRECTO_FORZADO_ESCALA)
04-21-39-SKBO-304-0000004-PROD-0001;04-21-39-SKBO-304-0000004;DIRECTO_FORZADO_ESCALA;0;null;SKBO;null → SKBO (DIRECTO_FORZADO_ESCALA)
04-22-37-SKBO-260-0000289-PROD-0001;04-22-37-SKBO-260-0000289;DIRECTO_FORZADO_ESCALA;0;null;SKBO;null → SKBO (DIRECTO_FORZADO_ESCALA)
05-10-12-LKPR-255-0000300-PROD-0001;05-10-12-LKPR-255-0000300;DIRECTO_FORZADO_ESCALA;0;null;LKPR;null → LKPR (DIRECTO_FORZADO_ESCALA)
05-11-00-EDDI-340-0000172-PROD-0001;05-11-00-EDDI-340-0000172;DIRECTO_FORZADO_ESCALA;0;null;EDDI;null → EDDI (DIRECTO_FORZADO_ESCALA)
05-11-28-UMMS-212-0000012-PROD-0001;05-11-28-UMMS-212-0000012;DIRECTO_FORZADO_ESCALA;0;null;UMMS;null → UMMS (DIRECTO_FORZADO_ESCALA)
05-12-11-LATI-295-0000004-PROD-0001;05-12-11-LATI-295-0000004;DIRECTO_FORZADO_ESCALA;0;null;LATI;null → LATI (DIRECTO_FORZADO_ESCALA)
05-12-16-UMMS-285-0000005-PROD-0001;05-12-16-UMMS-285-0000005;DIRECTO_FORZADO_ESCALA;0;null;UMMS;null → UMMS (DIRECTO_FORZADO_ESCALA)
05-12-48-OERK-222-0000151-PROD-0001;05-12-48-OERK-222-0000151;DIRECTO_FORZADO_ESCALA;0;null;OERK;null → OERK (DIRECTO_FORZADO_ESCALA)
05-19-30-OJAI-201-0000011-PROD-0001;05-19-30-OJAI-201-0000011;DIRECTO_FORZADO_ESCALA;0;null;OJAI;null → OJAI (DIRECTO_FORZADO_ESCALA)
05-12-32-SKBO-340-0000226-PROD-0001;05-12-32-SKBO-340-0000226;DIRECTO_FORZADO_ESCALA;0;null;SKBO;null → SKBO (DIRECTO_FORZADO_ESCALA)
05-22-44-LOWW-207-0000203-PROD-0001;05-22-44-LOWW-207-0000203;DIRECTO_FORZADO_ESCALA;0;null;LOWW;null → LOWW (DIRECTO_FORZADO_ESCALA)
05-16-24-SLLP-276-0000282-PROD-0001;05-16-24-SLLP-276-0000282;DIRECTO_FORZADO_ESCALA;0;null;SLLP;null → SLLP (DIRECTO_FORZADO_ESCALA)
06-00-48-OYSN-203-0000183-PROD-0001;06-00-48-OYSN-203-0000183;DIRECTO_FORZADO_ESCALA;0;null;OYSN;null → OYSN (DIRECTO_FORZADO_ESCALA)
06-01-26-EDDI-215-0000015-PROD-0001;06-01-26-EDDI-215-0000015;DIRECTO_FORZADO_ESCALA;0;null;EDDI;null → EDDI (DIRECTO_FORZADO_ESCALA)
06-02-38-OOMS-343-0000012-PROD-0001;06-02-38-OOMS-343-0000012;DIRECTO_FORZADO_ESCALA;0;null;OOMS;null → OOMS (DIRECTO_FORZADO_ESCALA)
06-02-13-UMMS-239-0000242-PROD-0001;06-02-13-UMMS-239-0000242;DIRECTO_FORZADO_ESCALA;0;null;UMMS;null → UMMS (DIRECTO_FORZADO_ESCALA)
06-02-29-UMMS-348-0000122-PROD-0001;06-02-29-UMMS-348-0000122;DIRECTO_FORZADO_ESCALA;0;null;UMMS;null → UMMS (DIRECTO_FORZADO_ESCALA)
06-03-51-OJAI-344-0000030-PROD-0001;06-03-51-OJAI-344-0000030;DIRECTO_FORZADO_ESCALA;0;null;OJAI;null → OJAI (DIRECTO_FORZADO_ESCALA)
06-04-45-EDDI-268-0000011-PROD-0001;06-04-45-EDDI-268-0000011;DIRECTO_FORZADO_ESCALA;0;null;EDDI;null → EDDI (DIRECTO_FORZADO_ESCALA)
05-21-55-SVMI-267-0000271-PROD-0001;05-21-55-SVMI-267-0000271;DIRECTO_FORZADO_ESCALA;0;null;SVMI;null → SVMI (DIRECTO_FORZADO_ESCALA)
06-05-28-LKPR-244-0000019-PROD-0001;06-05-28-LKPR-244-0000019;DIRECTO_FORZADO_ESCALA;0;null;LKPR;null → LKPR (DIRECTO_FORZADO_ESCALA)
06-06-33-LOWW-345-0000100-PROD-0001;06-06-33-LOWW-345-0000100;DIRECTO_FORZADO_ESCALA;0;null;LOWW;null → LOWW (DIRECTO_FORZADO_ESCALA)
06-09-27-OYSN-333-0000023-PROD-0001;06-09-27-OYSN-333-0000023;DIRECTO_FORZADO_ESCALA;0;null;OYSN;null → OYSN (DIRECTO_FORZADO_ESCALA)
06-03-15-SGAS-220-0000016-PROD-0001;06-03-15-SGAS-220-0000016;DIRECTO_FORZADO_ESCALA;0;null;SGAS;null → SGAS (DIRECTO_FORZADO_ESCALA)
06-10-27-LATI-343-0000244-PROD-0001;06-10-27-LATI-343-0000244;DIRECTO_FORZADO_ESCALA;0;null;LATI;null → LATI (DIRECTO_FORZADO_ESCALA)
06-03-46-SVMI-237-0000269-PROD-0001;06-03-46-SVMI-237-0000269;DIRECTO_FORZADO_ESCALA;0;null;SVMI;null → SVMI (DIRECTO_FORZADO_ESCALA)
06-03-10-SEQM-305-0000044-PROD-0001;06-03-10-SEQM-305-0000044;DIRECTO_FORZADO_ESCALA;0;null;SEQM;null → SEQM (DIRECTO_FORZADO_ESCALA)
06-04-31-SVMI-349-0000011-PROD-0001;06-04-31-SVMI-349-0000011;DIRECTO_FORZADO_ESCALA;0;null;SVMI;null → SVMI (DIRECTO_FORZADO_ESCALA)
06-05-15-SKBO-280-0000133-PROD-0001;06-05-15-SKBO-280-0000133;DIRECTO_FORZADO_ESCALA;0;null;SKBO;null → SKBO (DIRECTO_FORZADO_ESCALA)
06-13-43-LBSF-211-0000296-PROD-0001;06-13-43-LBSF-211-0000296;DIRECTO_FORZADO_ESCALA;0;null;LBSF;null → LBSF (DIRECTO_FORZADO_ESCALA)
06-09-07-SUAA-223-0000023-PROD-0001;06-09-07-SUAA-223-0000023;DIRECTO_FORZADO_ESCALA;0;null;SUAA;null → SUAA (DIRECTO_FORZADO_ESCALA)
06-16-11-OAKB-329-0000171-PROD-0001;06-16-11-OAKB-329-0000171;DIRECTO_FORZADO_ESCALA;0;null;OAKB;null → OAKB (DIRECTO_FORZADO_ESCALA)
06-19-10-OPKC-298-0000011-PROD-0001;06-19-10-OPKC-298-0000011;DIRECTO_FORZADO_ESCALA;0;null;OPKC;null → OPKC (DIRECTO_FORZADO_ESCALA)
06-17-25-OSDI-347-0000012-PROD-0001;06-17-25-OSDI-347-0000012;DIRECTO_FORZADO_ESCALA;0;null;OSDI;null → OSDI (DIRECTO_FORZADO_ESCALA)
06-19-33-OPKC-280-0000211-PROD-0001;06-19-33-OPKC-280-0000211;DIRECTO_FORZADO_ESCALA;0;null;OPKC;null → OPKC (DIRECTO_FORZADO_ESCALA)
06-11-05-SVMI-281-0000024-PROD-0001;06-11-05-SVMI-281-0000024;DIRECTO_FORZADO_ESCALA;0;null;SVMI;null → SVMI (DIRECTO_FORZADO_ESCALA)
06-15-05-OMDB-230-0000018-PROD-0001;06-15-05-OMDB-230-0000018;DIRECTO_FORZADO_ESCALA;0;null;OMDB;null → OMDB (DIRECTO_FORZADO_ESCALA)
06-18-15-OJAI-255-0000086-PROD-0001;06-18-15-OJAI-255-0000086;DIRECTO_FORZADO_ESCALA;0;null;OJAI;null → OJAI (DIRECTO_FORZADO_ESCALA)
06-18-19-EHAM-310-0000018-PROD-0001;06-18-19-EHAM-310-0000018;DIRECTO_FORZADO_ESCALA;0;null;EHAM;null → EHAM (DIRECTO_FORZADO_ESCALA)
06-14-26-SLLP-247-0000212-PROD-0001;06-14-26-SLLP-247-0000212;DIRECTO_FORZADO_ESCALA;0;null;SLLP;null → SLLP (DIRECTO_FORZADO_ESCALA)
06-18-23-SLLP-345-0000175-PROD-0001;06-18-23-SLLP-345-0000175;DIRECTO_FORZADO_ESCALA;0;null;SLLP;null → SLLP (DIRECTO_FORZADO_ESCALA)
06-20-04-SABE-225-0000010-PROD-0001;06-20-04-SABE-225-0000010;DIRECTO_FORZADO_ESCALA;0;null;SABE;null → SABE (DIRECTO_FORZADO_ESCALA)
06-20-23-SABE-248-0000007-PROD-0001;06-20-23-SABE-248-0000007;DIRECTO_FORZADO_ESCALA;0;null;SABE;null → SABE (DIRECTO_FORZADO_ESCALA)
07-07-14-LDZA-224-0000254-PROD-0001;07-07-14-LDZA-224-0000254;DIRECTO_FORZADO_ESCALA;0;null;LDZA;null → LDZA (DIRECTO_FORZADO_ESCALA)
07-08-20-OERK-215-0000084-PROD-0001;07-08-20-OERK-215-0000084;DIRECTO_FORZADO_ESCALA;0;null;OERK;null → OERK (DIRECTO_FORZADO_ESCALA)
07-04-57-SGAS-232-0000008-PROD-0001;07-04-57-SGAS-232-0000008;DIRECTO_FORZADO_ESCALA;0;null;SGAS;null → SGAS (DIRECTO_FORZADO_ESCALA)
07-06-31-SABE-264-0000011-PROD-0001;07-06-31-SABE-264-0000011;DIRECTO_FORZADO_ESCALA;0;null;SABE;null → SABE (DIRECTO_FORZADO_ESCALA)
07-13-41-EKCH-327-0000019-PROD-0001;07-13-41-EKCH-327-0000019;DIRECTO_FORZADO_ESCALA;0;null;EKCH;null → EKCH (DIRECTO_FORZADO_ESCALA)
07-16-01-UMMS-200-0000154-PROD-0001;07-16-01-UMMS-200-0000154;DIRECTO_FORZADO_ESCALA;0;null;UMMS;null → UMMS (DIRECTO_FORZADO_ESCALA)
07-16-53-OJAI-343-0000066-PROD-0001;07-16-53-OJAI-343-0000066;DIRECTO_FORZADO_ESCALA;0;null;OJAI;null → OJAI (DIRECTO_FORZADO_ESCALA)
07-18-18-LATI-229-0000017-PROD-0001;07-18-18-LATI-229-0000017;DIRECTO_FORZADO_ESCALA;0;null;LATI;null → LATI (DIRECTO_FORZADO_ESCALA)
07-19-09-OYSN-320-0000193-PROD-0001;07-19-09-OYSN-320-0000193;DIRECTO_FORZADO_ESCALA;0;null;OYSN;null → OYSN (DIRECTO_FORZADO_ESCALA)
07-13-50-SCEL-349-0000194-PROD-0001;07-13-50-SCEL-349-0000194;DIRECTO_FORZADO_ESCALA;0;null;SCEL;null → SCEL (DIRECTO_FORZADO_ESCALA)
08-03-19-OAKB-332-0000126-PROD-0001;08-03-19-OAKB-332-0000126;DIRECTO_FORZADO_ESCALA;0;null;OAKB;null → OAKB (DIRECTO_FORZADO_ESCALA)
08-05-23-EHAM-267-0000136-PROD-0001;08-05-23-EHAM-267-0000136;DIRECTO_FORZADO_ESCALA;0;null;EHAM;null → EHAM (DIRECTO_FORZADO_ESCALA)
08-03-26-SLLP-233-0000197-PROD-0001;08-03-26-SLLP-233-0000197;DIRECTO_FORZADO_ESCALA;0;null;SLLP;null → SLLP (DIRECTO_FORZADO_ESCALA)
08-06-47-SLLP-243-0000025-PROD-0001;08-06-47-SLLP-243-0000025;DIRECTO_FORZADO_ESCALA;0;null;SLLP;null → SLLP (DIRECTO_FORZADO_ESCALA)
08-14-21-LOWW-203-0000018-PROD-0001;08-14-21-LOWW-203-0000018;DIRECTO_FORZADO_ESCALA;0;null;LOWW;null → LOWW (DIRECTO_FORZADO_ESCALA)
08-17-47-OSDI-252-0000015-PROD-0001;08-17-47-OSDI-252-0000015;DIRECTO_FORZADO_ESCALA;0;null;OSDI;null → OSDI (DIRECTO_FORZADO_ESCALA)
08-19-00-LATI-271-0000266-PROD-0001;08-19-00-LATI-271-0000266;DIRECTO_FORZADO_ESCALA;0;null;LATI;null → LATI (DIRECTO_FORZADO_ESCALA)
08-22-39-OAKB-230-0000006-PROD-0001;08-22-39-OAKB-230-0000006;DIRECTO_FORZADO_ESCALA;0;null;OAKB;null → OAKB (DIRECTO_FORZADO_ESCALA)
09-00-33-LOWW-286-0000162-PROD-0001;09-00-33-LOWW-286-0000162;DIRECTO_FORZADO_ESCALA;0;null;LOWW;null → LOWW (DIRECTO_FORZADO_ESCALA)
09-01-02-EHAM-349-0000013-PROD-0001;09-01-02-EHAM-349-0000013;DIRECTO_FORZADO_ESCALA;0;null;EHAM;null → EHAM (DIRECTO_FORZADO_ESCALA)
09-02-55-OSDI-276-0000001-PROD-0001;09-02-55-OSDI-276-0000001;DIRECTO_FORZADO_ESCALA;0;null;OSDI;null → OSDI (DIRECTO_FORZADO_ESCALA)
09-03-17-OERK-289-0000015-PROD-0001;09-03-17-OERK-289-0000015;DIRECTO_FORZADO_ESCALA;0;null;OERK;null → OERK (DIRECTO_FORZADO_ESCALA)
